	VISTA	CD14	CD163	CD19	PDL1	CD4	CD68	CD8	FOXP3	CD11b	CD20	CD56	PD1	S100A4	SMA	TIGIT
TCGA-P5-A5EW_1	1954.4709	4048.8721	70.7932	2.898	39.7435	1367.0118	2559.3177	8.6939	7.4933	475.2664	0.828	24834.8087	6.2099	19.0438	4.1234	5.3819
TCGA-P5-A5EX_1	2174.5351	4871.7215	1671.9123	2.3844	263.7101	1916.5474	3641.8693	122.556	12.1698	586.5522	1.9075	17767.9018	15.7368	533.1426	11.4592	21.9361
TCGA-P5-A5EY_0	2636.2245	626.0204	20.4082	0	14.7959	981.6327	894.898	136.2245	6.7092	364.2857	2.551	12235.7551	4.5918	115.8163	2.8061	4.0816
TCGA-P5-A5F0_1	654.1676	144.1157	3.6142	0	7.2284	248.927	205.105	40.6596	13.4674	64.1518	2.2589	18543.5961	0.4518	17.1674	1.5315	4.5177
TCGA-P5-A5F1_1	2647.8245	1485.5584	743.2751	0.4958	2.4792	743.2751	1535.639	23.8007	1.4975	235.5275	3.9668	15925.3006	2.4792	184.951	4.0709	3.4709
TCGA-P5-A5F2_1	2090.4901	793.7901	215.3955	0.9616	14.4238	309.1502	547.6238	12.5006	6.7551	148.5652	0.4808	20259.0852	0.4808	7.6927	4.8031	2.8848
TCGA-P5-A5F6_0	289.8551	1422.1014	1173.913	0	3.0193	393.1159	881.6425	11.4734	3.0374	141.3043	0	5.4348	3.0193	216.1836	8.7017	2.4155
TCGA-P5-A72U_0	2012.6008	2438.004	1838.2056	38.8105	50.4032	2345.2621	2642.6411	69.5565	8.2308	538.8105	44.8589	6636.7792	12.6008	685.4839	14.8286	5.0403
TCGA-P5-A72W_0	1124.0506	1522.5316	160.5063	1.519	4.0506	929.1139	1703.7975	5.5696	10.2684	209.1139	0	23593.2051	3.5443	36.4557	4.2633	1.0127
TCGA-P5-A72X_0	2223.8723	920.7595	101.3637	2.3573	14.1438	926.417	943.3896	22.63	8.0997	262.1312	1.4144	21956.9369	1.8858	45.7315	13.8609	7.0719
TCGA-P5-A72Z_0	232.7223	194.8533	3.7869	2.7541	1.3771	413.4607	473.3626	1.7213	13.2851	22.7214	0	24791.0491	0.6885	10.3279	46.8095	0.6885
TCGA-P5-A730_0	942.4905	433.4601	344.1065	0.9506	5.2281	608.8403	725.7605	9.981	6.7063	41.3498	0.4753	23308.7025	0	26.1407	7.5238	1.4259
TCGA-P5-A731_0	1405.1305	859.7966	765.5904	0	37.1517	732.8616	1508.6245	22.9987	9.9071	304.2901	0.8846	15504.3565	2.2114	141.088	0.8934	6.192
TCGA-P5-A733_0	2046.5003	571.1503	61.8381	1.4607	18.0158	380.7669	513.6945	8.2775	2.9361	200.6086	0.9738	17718.3542	0	89.5922	2.7316	7.3037
TCGA-P5-A735_0	2018.1478	996.7226	6.8938	0	4.5958	855.4005	1897.507	7.4682	11.0358	410.1786	0	22897.9293	0.5745	4.0214	0	1.149
TCGA-P5-A736_0	3868.7708	3601.8826	174.4186	6.6445	34.8837	2259.6899	6956.8106	35.4374	12.9181	976.1905	3.876	13359.928	4.9834	151.1628	20.0997	24.3632
TCGA-P5-A737_0	1097.4106	1167.4476	39.4575	0	8.3847	645.1295	1363.7485	12.3305	24.4143	220.4686	2.4661	29779.1763	1.4797	43.8964	3.3637	23.1813
TCGA-P5-A77W_0	629.7605	273.6553	60.8559	0.7852	6.2819	230.4672	532.391	2.3557	8.7122	51.4331	1.5705	19128.3431	0.3926	9.4229	4.7978	1.5705
TCGA-P5-A77X_0	836.5991	248.8179	8.5659	1.6316	7.7501	323.8711	263.0943	26.9213	17.1521	120.7378	0.8158	16982.4063	0.4079	6.9343	8.1784	9.7896
TCGA-P5-A780_0	1944.5746	2366.1202	499.2194	1.9516	7.4161	1021.8579	1871.5847	12.4902	4.7268	287.2756	1.9516	23260.2537	1.171	34.3482	12.701	3.1226
TCGA-P5-A781_0	1072.1232	677.8768	10.94	0	8.5089	628.0389	914.9109	14.9919	12.423	206.6451	0.4052	23033.594	0.4052	10.1297	2.034	32.4149
TCGA-QH-A65R_0	1452.3217	691.5423	342.869	1.6584	5.3897	565.5058	747.0978	11.194	9.5937	39.3864	0.8292	17710.4851	13.6816	58.0431	3.4204	2.073
TCGA-QH-A65S_1	3506.12	1089.3513	11.0159	3.06	3.672	1235.6181	2382.4969	7.3439	4.9204	333.5373	1.224	20117.2889	0.612	31.2118	0	6.12
TCGA-QH-A65V_1	1799.8098	912.5059	29.9572	0.4755	3.3286	637.185	1131.2411	2.3776	4.8217	233.9515	0	16607.5464	0	12.3633	6.4717	13.3143
TCGA-QH-A65X_0	2013.7131	1079.6414	505.2743	3.1646	0.5274	1149.789	898.7342	14.7679	7.4684	24.2616	2.1097	22135.9705	6.8565	156.6456	0	1.5823
TCGA-QH-A65Z_1	1076.5195	437.6913	5.6843	0	3.498	378.662	499.3441	12.2431	17.84	96.6331	0.8745	19790.1399	3.0608	17.4902	3.4368	13.1176
TCGA-QH-A6CS_0	2115.2473	766.4457	37.2259	0	22.9475	1428.3529	2647.6288	1.5298	6.1856	447.2208	0	10051.7185	0	78.5314	0	4.5895
TCGA-QH-A6CU_0	4948.8036	2893.1553	678.3528	0.5565	4.4519	1047.3011	2338.3417	6.6778	11.4079	235.9488	0	20836.1937	3.8954	38.9538	0	85.1419
TCGA-QH-A6CV_0	2554.0435	949.4557	236.0031	3.888	13.9969	1522.9393	3394.6345	12.4417	1.9673	486.7807	0.7776	5957.3523	5.4432	183.5148	8.1765	0.7776
TCGA-QH-A6CW_0	5037.9363	2103.1866	690.4401	0.5058	6.0698	1635.8118	3305.0076	8.5989	10.6677	326.2519	3.0349	23933.1259	18.7152	28.3257	10.8144	6.5756
TCGA-QH-A6CX_0	1198.8811	976.2238	51.4685	4.4755	14.5455	1050.6294	6796.6434	16.2238	12.5371	467.6923	1.6783	13638.4392	3.3566	133.7063	4.0392	0
TCGA-QH-A6CY_0	928.0441	246.8747	23.6244	3.1499	10.2372	433.5072	328.7725	32.2866	9.6191	153.5584	1.575	17709.1249	0.3937	14.5684	2.1695	10.2372
TCGA-QH-A6CZ_0	895.5759	452.77	39.8565	0.3986	7.9713	347.9474	492.6265	23.9139	7.5887	117.5767	0	19302.4392	1.1957	9.9641	5.9386	1.5943
TCGA-QH-A6X3_0	1246.2655	1092.6163	1429.3641	0.4268	10.6701	892.4456	1130.175	5.9752	7.802	60.1793	0.8536	19579.8592	3.4144	15.3649	3.9052	5.1216
TCGA-QH-A6X4_0	1137.7062	191.7913	4.603	0.3836	4.2194	523.2068	1106.2524	2.3015	21.5727	161.8719	0	21432.267	0.3836	2.3015	12.0637	3.0687
TCGA-QH-A6X5_0	1736.7695	292.5741	9.098	0	3.8308	481.2389	856.6531	6.225	11.7892	189.6225	1.4365	17048.0138	0.9577	12.45	5.4876	30.6461
TCGA-QH-A6X8_0	922.6799	1022.3325	86.1538	0	10.7196	787.2953	2650.9181	2.3821	27.2794	222.3325	0.397	24573.4194	2.7792	15.0868	33.064	3.5732
TCGA-QH-A6X9_0	1450.7154	584.6582	63.1955	0.3975	11.9237	575.9141	882.3529	9.539	12.2258	277.4245	0	21901.6971	2.3847	14.7059	1.9436	3.5771
TCGA-QH-A6XA_0	2455.8824	1467.0232	72.6381	4.0107	15.1515	1174.2424	1509.3583	8.467	8.6096	596.7023	0	18615.6328	0.4456	12.0321	2.0766	9.3583
TCGA-QH-A6XC_0	2171.7204	435.3655	34.4718	1.2767	12.7673	755.3995	1341.4193	25.9602	9.1031	239.1744	0	9898.602	2.5535	46.8135	30.6926	1.7023
TCGA-QH-A86X_0	812.9507	567.5421	363.4042	0	5.5397	506.3284	821.2603	31.5763	9.3289	66.4764	1.9389	19702.4822	2.7698	34.9001	2.8225	8.0326
TCGA-QH-A870_0	1397.7974	657.2687	153.7445	1.3216	16.2996	603.5242	968.7225	5.7269	4.4449	278.8546	3.5242	19268.8458	3.0837	6.6079	3.1982	13.6564
TCGA-R8-A6MK_0	964.8843	246.6081	27.1349	0.7981	7.5818	503.9904	1304.0702	4.3895	6.9074	194.7326	0	21299.6409	0.7981	26.3368	5.7502	13.9665
TCGA-R8-A6ML_0	554.75	175.8691	136.4566	0	5.5772	230.8979	691.9502	11.5263	16.0513	21.1935	0.3718	21511.5709	1.4873	111.9167	7.9532	5.9491
TCGA-R8-A6MO_0	2262.7403	680.8056	111.9927	0.9155	2.1361	747.9402	1501.6784	26.5487	14.9161	145.56	1.2206	19413.3598	4.8825	21.6662	15.3616	2.7464
TCGA-R8-A6YH_0	1815.4469	2534.8959	2103.8674	3.2047	5.6082	935.7643	1906.7801	0.8012	4.0499	287.6193	0.4006	22924.1835	0.8012	4.4064	2.3755	1.2018
TCGA-R8-A73M_0	757.7572	573.2172	21.7746	0	0.5444	229.7224	464.8884	4.3549	9.4121	57.1584	0	19265.5416	0.5444	10.343	3.0866	1.6331
TCGA-RY-A83X_0	1590.6783	592.2597	48.6059	1.3317	2.6633	498.377	1020.0583	2.6633	9.7844	151.1444	0.6658	17921.9775	2.6633	8.9888	5.1236	4.6608
TCGA-RY-A83Y_0	1432.0666	1603.3316	349.8178	3.1234	3.1234	813.6387	2015.0963	22.9047	10.0937	58.303	0.5206	17356.2207	16.658	24.4664	0	6.7673
TCGA-RY-A83Z_0	2590.892	2175.8876	209.2586	1.5055	0	652.8666	1404.5916	11.04	8.6765	184.6694	6.0218	11963.864	0	158.073	8.275	0.5018
TCGA-RY-A840_0	488.5177	579.5407	413.3612	1.2526	0.8351	384.9687	544.0501	0.8351	29.1065	67.2234	0.4175	31223.62	0	12.5261	4.7808	6.263
TCGA-RY-A843_0	2244.6237	494.2396	393.6252	2.3041	5.7604	940.8602	1193.5484	9.9846	5.8564	319.5084	1.5361	17891.0407	0.768	11.9048	5.5146	5.7604
TCGA-RY-A845_0	2763.2833	584.3747	158.5903	1.0788	7.9115	681.4708	1085.6783	9.35	6.1602	299.1999	0.7192	20631.9482	1.0788	12.9461	2.7547	4.675
TCGA-RY-A847_0	2885.1318	2121.8299	85.5296	2.4863	8.4535	1305.818	1677.7723	23.8687	8.0756	646.4446	0	18661.0542	0.9945	23.3715	5.45	68.6226
TCGA-S9-A6TS_0	2347.0018	1065.6966	394.6208	0.4409	10.582	1648.1481	2234.127	5.7319	9.7884	410.9347	0.8818	17022.0767	3.5273	24.2504	2.4956	2.2046
TCGA-S9-A6TU_0	4443.3918	2148.7447	140.2179	7.1056	14.685	2101.8475	3206.5372	3.7897	5.2582	706.3003	0.4737	18139.9526	3.316	37.423	51.2222	3.316
TCGA-S9-A6TV_0	2021.8441	4818.1886	4422.3196	2.3776	112.3412	1803.1057	4552.1956	9.8076	5.1207	535.5524	6.5384	7529.2369	2.6748	237.1647	9.1626	7.7272
TCGA-S9-A6TW_0	2016.9554	507.6791	917.5574	2.9488	2.4573	1477.8228	1064.9957	17.6926	13.5496	48.1632	26.5389	20326.3546	0.4915	83.0569	2.4229	5.4061
TCGA-S9-A6TX_0	1769.3568	449.8156	242.9332	0.8193	8.1934	927.0791	978.2876	4.916	12.5236	233.1012	0	20816.5793	1.6387	12.6997	3.7894	9.832
TCGA-S9-A6TY_0	540.6174	147.0349	49.147	0	9.342	225.4265	444.7604	15.8408	24.3136	58.489	0.4062	25859.0942	0.4062	5.6864	1.9781	1.6247
TCGA-S9-A6TZ_0	2989.1545	847.4242	1203.8452	2.7114	16.7612	1147.1531	2017.0076	16.0217	7.2862	532.6596	16.0217	21759.4602	5.1762	68.0306	5.4252	2.7114
TCGA-S9-A6U0_0	2820.2434	627.7655	1512.7212	22.1239	17.6991	1839.0487	3737.8319	95.6858	12.5387	557.5221	0	9721.9137	30.9735	501.6593	33.1858	18.8053
TCGA-S9-A6U1_0	1919.4898	1634.9143	114.7868	1.9928	15.544	1677.1622	2893.1845	8.3699	6.9071	410.9207	0	18082.7979	1.1957	11.1598	5.4683	1.5943
TCGA-S9-A6U2_0	1362.991	551.3488	119.735	2.3663	8.5187	733.5542	1027.9224	10.885	14.4155	241.8363	0.9465	24325.788	2.3663	34.548	2.9863	82.3474
TCGA-S9-A6U5_0	1886.0759	986.0759	142.616	0.4219	9.2827	924.0506	2548.9451	88.6076	14.9409	158.6498	3.7975	20287.097	7.5949	340.9283	8.346	36.2869
TCGA-S9-A6U6_0	1720.1885	1235.182	372.6808	0.8023	10.8314	728.1115	1190.6529	17.25	11.6779	393.5413	0.4012	21399.2177	17.6512	11.6337	1.4923	0.4012
TCGA-S9-A6U8_0	2552.6598	1660.1214	43.5559	1.7851	19.6358	2074.6162	4014.9946	8.2114	7.5937	647.2688	0.714	17252.6026	0.357	36.7726	14.7126	9.2824
TCGA-S9-A6U9_0	6053.494	3077.1084	2287.7108	7.2289	12.5301	2795.1807	5402.8916	14.4578	8.2458	954.2169	0	16311.6675	40	42.4096	10.0193	9.6386
TCGA-S9-A6UA_0	4190.442	4001.078	7623.7873	1.4373	48.1495	3029.1053	4633.8484	162.4147	5.0521	692.0589	5.7492	10240.7186	28.746	378.0093	9.1448	7.9051
TCGA-S9-A6UB_0	615.5633	173.3182	4.8023	0	2.6194	306.4719	428.2749	2.6194	23.3521	85.5677	0	17357.2166	0	6.9851	2.0475	9.6045
TCGA-S9-A6WD_0	1104.3121	409.8563	122.7926	0	9.0349	586.037	759.7536	5.7495	11.6674	146.2012	0.8214	28152.5051	3.2854	13.963	4.8419	10.2669
TCGA-S9-A6WE_0	1574.7518	366.8277	480.5623	0	3.1468	495.3972	1106.7768	16.6331	1.8117	141.1567	0	24766.8228	5.3945	17.0827	3.5784	3.1468
TCGA-S9-A6WG_0	3031.4342	2343.3202	451.8664	5.8939	12.279	1445.4813	2106.5815	47.1513	7.9224	539.2927	16.6994	9991.6306	17.1906	1110.5108	3.5216	13.2613
TCGA-S9-A6WH_0	1076.8523	518.2739	653.6556	0	4.6505	513.6234	724.4467	4.6505	22.5137	114.7127	0.5167	20083.4716	7.2341	19.1188	0	0.5167
TCGA-S9-A6WI_0	1115.8261	439.3043	49.7391	0.3478	13.913	394.4348	431.6522	91.8261	10.9878	124.8696	0.6957	13073.6035	1.3913	18.4348	2.0974	1.3913
TCGA-S9-A6WL_0	963.9315	507.6646	301.6231	0.9017	15.3291	685.3021	775.9243	11.7223	10.0586	116.7719	0.4509	18135.1082	0.4509	49.5942	4.202	12.1731
TCGA-S9-A6WM_0	1029.3799	858.0859	47.9408	11.3119	43.6315	1256.1559	921.1092	23.1624	9.7821	227.3147	1.0773	7345.5708	2.1546	116.3506	8.2253	3.232
TCGA-S9-A6WN_0	3084.7741	729.7007	6270.657	5.2462	310.9574	1771.7897	3884.1064	35.7696	7.7453	564.6834	1.4308	37504.5809	9.5386	235.1258	2.1223	54.8468
TCGA-S9-A6WO_0	3345.1493	1276.5858	154.8507	1.8657	13.0597	1731.8097	2430.5037	4.1978	7.0149	695.4291	1.8657	20254.6269	2.7985	23.7873	2.9384	3.2649
TCGA-S9-A6WP_0	1902.6568	1327.6131	198.411	2.4366	8.0061	1151.1317	3166.5695	23.6701	14.7033	177.1775	2.0885	18278.743	6.9618	46.644	4.104	6.6137
TCGA-S9-A6WQ_0	3342.896	2014.0299	75.8036	1.2564	5.8633	1764.8414	2789.6555	12.9829	7.6055	714.899	0.4188	18930.7298	2.5128	79.5728	2.9986	4.188
TCGA-S9-A7IQ_0	1274.3363	164.0572	24.1661	0	12.5936	272.9748	289.9932	66.0313	10.9837	126.9571	0.6807	13843.3186	0.3404	5.7862	1.9877	6.8074
TCGA-S9-A7IS_0	694.8543	447.129	39.1467	1.835	6.4225	635.8284	1146.8767	9.4808	6.7834	152.9169	0.6117	13107.522	5.8108	26.9134	17.9953	0.9175
TCGA-S9-A7IX_0	2034.332	1269.9595	266.5587	3.8866	67.6923	1607.7733	2088.0972	30.1215	14.8211	770.2024	0.6478	10299.1935	2.915	157.4089	5.5449	4.5344
TCGA-S9-A7IY_0	3643.5921	942.4696	517.7736	1.4032	13.5641	1323.667	2195.0421	29.9345	10.435	586.5295	3.2741	19488.5688	4.2095	98.2226	5.608	14.0318
TCGA-S9-A7IZ_0	2730.414	468.1082	476.801	0.4346	15.6471	1305.6612	1624.6876	17.8203	11.0268	471.1507	1.3039	19725.4634	1.7386	66.0654	14.0998	4.781
TCGA-S9-A7J0_0	756.5495	507.3482	303.8339	0.9585	6.7093	554.6326	1112.1406	3.8339	3.8466	220.4473	0.3195	13591.393	2.2364	45.6869	14.3003	1.9169
TCGA-S9-A7J1_0	1174.3963	1289.3829	261.6584	0.5111	12.7763	715.9831	1330.7781	11.2431	17.6517	234.5726	0	18432.5795	2.0442	15.3315	22.6907	30.6631
TCGA-S9-A7J2_0	811.8868	745.5948	33.908	1.9049	5.7148	509.3818	630.1553	9.9057	4.9948	164.5871	0.381	20590.7534	0.762	8.7627	1.7792	3.0479
TCGA-S9-A7J3_0	1998.9932	296.0086	623.0852	0.863	11.7943	659.6188	1278.6767	8.9177	16.7048	203.6677	1.4383	21656.8256	10.0683	26.753	2.1719	25.027
TCGA-S9-A7QW_0	864.5732	613.7909	4.748	1.2949	1.2949	368.6198	525.7365	6.4746	6.5221	109.6363	0	18890.0313	2.5898	9.0644	4.9639	2.5898
TCGA-S9-A7QX_0	3056.4333	1071.9157	59.3974	0.9209	6.4462	1575.6425	2103.3123	2.3022	6.0272	392.2991	0.4604	17481.3986	1.8418	8.288	6.5199	3.6836
TCGA-S9-A7QY_0	1079.2121	442.1626	34.3671	0.4191	2.5147	552.808	672.6739	12.1542	15.7334	132.8583	0.4191	22486.2028	1.2573	16.7645	8.7427	20.9556
TCGA-S9-A7QZ_0	1628.3805	151.6686	78.3817	1.5676	5.8786	345.2715	373.097	20.3793	24.3806	90.5309	0.7838	19519.7786	0.3919	31.3527	0	5.8786
TCGA-S9-A7R1_0	1209.1334	523.6118	354.4369	1.0379	17.1251	620.1349	453.0358	15.0493	6.274	29.5797	1.0379	23031.5464	8.3031	23.3524	0	7.2652
TCGA-S9-A7R2_0	3350.6305	1154.7042	278.3705	3.8797	15.5189	1824.4423	4354.5102	145.9748	7.3569	800.679	7.7595	12692.6382	8.7294	508.2444	1.6004	24.7333
TCGA-S9-A7R3_0	3635.2031	1205.3517	1263.7781	2.4549	22.094	1199.4599	2547.6863	8.8376	6.9326	529.2746	2.9459	19228.9333	0.491	57.4445	2.3812	7.3647
TCGA-S9-A7R4_0	3176.8129	2636.2472	1254.3359	2.328	19.5553	1847.0492	1619.3691	8.3809	5.1263	586.6605	0.9312	17530.071	10.2433	63.3221	6.4253	1.8624
TCGA-S9-A7R7_0	3196.2096	3018.3946	4170.0111	5.0167	19.5095	3037.9041	4172.7982	32.8874	6.7336	841.1371	1.6722	13615.7414	2.2297	227.9822	0.8863	6.689
TCGA-S9-A7R8_0	2255.604	874.41	1601.3542	1.0385	6.231	1504.7745	2489.2646	1.0385	5.7377	493.8028	0	20740.1901	2.5962	22.3276	0.8308	3.1155
TCGA-S9-A89V_0	1619.4655	464.6988	84.9621	0	42.6805	1030.714	1015.1576	49.0626	3.6179	580.375	2.3933	21385.0339	5.5844	100.5185	5.9234	3.1911
TCGA-S9-A89Z_0	2918.6603	3001.4354	3381.3397	1.9139	8.6124	2223.9234	4222.0096	36.3636	12.7608	469.8565	5.7416	21327.2488	4.3062	255.5024	6.5694	5.2632
TCGA-TM-A7C3_0	613.3451	764.4719	141.4052	1.7676	7.0703	530.7114	466.1953	27.8392	15.6916	112.6823	0.8838	7975.8153	4.4189	114.4498	10.19	8.3959
TCGA-TM-A7C4_0	1153.2847	388.3212	19.4647	0	14.1119	398.0535	489.0511	49.635	7.8832	180.5353	0	15361.3139	0.4866	25.3041	7.8832	3.8929
TCGA-TM-A7C5_0	823.5294	376.0092	68.6275	1.1534	4.6136	397.3472	716.8397	10.9573	7.0127	60.5536	2.3068	20680.5709	0.5767	15.5709	4.0542	4.6136
TCGA-TM-A7CA_0	1367.1027	869.6292	38.9245	0	6.1709	718.6783	929.9146	17.0888	5.2453	291.4587	0.4747	23120.5732	0.9494	10.4431	5.2501	0.9494
TCGA-TM-A7CF_0	1269.8204	117.8716	3.2873	0.9392	5.6353	487.4532	797.8642	3.7569	10.4535	162.954	0	21906.4963	0.9392	16.9059	8.838	0.4696
TCGA-TM-A7CF-_0	1525.7568	253.3728	8.8322	1.104	17.1123	578.5069	714.8535	36.4327	13.4304	266.069	0	18751.7554	0.552	4.4161	9.9417	0.552
TCGA-TM-A84B_0	216.1103	415.0403	145.882	2.7127	11.755	343.305	638.6859	47.924	17.4516	60.8846	1.8085	7905.2641	5.4254	179.6398	9.6059	159.144
TCGA-TM-A84C_0	1360.3352	1609.2877	182.6117	3.1425	41.5503	1149.4413	1634.7765	9.4274	5.9532	400.1397	1.0475	9237.4721	3.8408	82.7514	1.25	0.6983
TCGA-TM-A84F_0	5446.607	4148.343	621.778	3.6823	24.7238	1789.5844	3592.3198	141.5045	34.8974	618.6218	6.3125	13642.0516	36.2967	235.6654	1.1415	37.3488
TCGA-TM-A84G_0	470.2539	160.288	72.3759	0.3789	3.7893	234.1796	329.6703	2.6525	26.2865	33.7249	0	20293.1603	0.3789	7.1997	1.3831	8.7154
TCGA-TM-A84H_0	1939.4269	750.8161	583.9681	0.3627	14.8712	698.2227	1241.2042	7.9797	6.9605	287.6315	0	20115.2086	1.0881	6.8915	6.0972	3.2644
TCGA-TM-A84I_0	1031.1526	1161.215	410.8255	0.3894	6.6199	697.8193	1270.6386	31.5421	4.6846	264.7975	0.7788	26253.4502	4.2835	116.0436	3.75	3.1153
TCGA-TM-A84J_0	320.4005	791.4059	357.1131	0.4172	2.9203	302.8786	565.2899	5.4234	5.0563	84.6892	0.4172	20150.5757	2.5031	61.7438	4.1385	0
TCGA-TM-A84L_0	3040.438	3636.092	101.2034	4.3373	21.6864	1426.0035	3081.4012	21.2045	8.318	740.2303	0.9638	16789.8247	3.3734	60.2401	7.7686	14.4576
TCGA-TM-A84M_0	211.0054	374.8448	180.3889	0	3.7236	303.6823	315.6806	3.3099	23.976	41.3736	0.4137	22853.4092	4.5511	12.8258	5.3662	4.1374
TCGA-TM-A84O_0	720.9302	653.4428	67.4875	0.912	3.648	700.8664	1427.7246	25.5358	9.3388	266.7579	8.6639	13807.9526	1.368	50.1596	4.1632	20.9758
TCGA-TM-A84Q_0	1649.9826	3913.4515	1593.3264	4.8662	4.171	1417.4487	2092.805	12.513	5.9263	295.7942	3.1283	19483.1005	2.0855	61.1748	8.4359	7.2993
TCGA-TM-A84R_0	1119.2146	269.2847	66.5197	1.6029	21.639	350.6311	305.3496	66.9205	7.3132	127.4294	3.2058	14829.3007	1.2022	99.3789	17.8321	2.805
TCGA-TM-A84S_0	1993.8796	1063.5838	29.0151	0.9067	8.6139	831.9166	1665.1932	14.9609	10.0193	239.8277	0.4534	21084.6832	3.6269	41.7092	2.6658	39.4424
TCGA-TM-A84T_0	2171.0709	1783.9592	392.675	1.3908	7.4177	1125.1739	2024.1076	5.5633	7.019	450.6259	0.9272	17935.2341	1.3908	11.5902	1.2935	4.1725
TCGA-TQ-A7RF_0	1370.9386	882.6715	741.426	1.3538	11.2816	721.1191	1258.1227	13.5379	4.9865	255.8664	3.6101	17975.6453	3.1588	62.2744	42.5496	3.1588
TCGA-TQ-A7RG_0	1240.1919	1472.8816	418.6447	0.9839	5.4114	848.6041	1747.8785	18.2019	10.4833	227.2783	1.4758	21429.2363	3.4436	63.9528	2.5286	11.8067
TCGA-TQ-A7RH_0	2171.5593	2715.9741	495.6157	0.3812	17.1559	1602.3637	3569.1956	13.3435	9.249	616.4697	0.3812	16754.1403	10.6748	36.9806	7.682	3.0499
TCGA-TQ-A7RI_0	1667.9182	667.9182	83.4376	0.8344	13.7672	780.9762	1424.2804	18.7735	10.096	226.9504	1.6688	24704.7059	5.8406	10.8469	0.9512	8.761
TCGA-TQ-A7RJ_0	3354.0778	1260.274	481.9015	1.4515	19.5954	1605.3706	2702.7125	8.7091	8.0559	565.7262	0.7258	20458.0786	1.8144	19.9583	5.2726	3.6288
TCGA-TQ-A7RK_0	1395.2673	768.624	97.7213	0.8764	7.0114	634.9693	1247.1516	2.1911	4.8861	214.2857	0	15266.5776	1.3146	21.4724	10.0526	5.6968
TCGA-TQ-A7RK-_0	1629.3189	1005.923	188.5489	2.9615	13.3268	1091.8065	1885.4886	1.9743	5.4738	366.2389	0	18482.8973	2.4679	26.6535	4.003	2.4679
TCGA-TQ-A7RM_0	248.1093	224.2135	54.9094	0.2542	1.0168	226.2472	416.905	3.0505	4.0801	45.2494	0.2542	24406.5383	0.2542	25.9295	6.8154	4.5758
TCGA-TQ-A7RN_0	1433.9376	431.3138	82.4247	0.6292	7.5504	573.5121	538.9063	6.292	19.7253	144.0859	0.3146	22448.8873	1.573	5.9774	2.3563	9.7525
TCGA-TQ-A7RO_0	829.4118	404.0724	292.3077	0.4525	6.3348	400.905	693.2127	20.8145	8.1855	180.9955	1.3575	19432.3575	7.2398	22.1719	7.9864	4.0724
TCGA-TQ-A7RP_0	2617.2297	767.9209	391.1013	1.831	8.7888	812.9635	1506.5458	42.4792	11.8795	291.8612	1.4648	12088.137	13.9156	102.9021	17.4165	14.648
TCGA-TQ-A7RQ_0	908.7669	356.1163	142.2503	0.327	7.8483	386.5284	364.6186	16.0236	6.9261	77.8289	0	23029.5619	2.2891	7.1943	7.4134	2.2891
TCGA-TQ-A7RR_0	2648.2729	1374.3985	50.9036	0.4278	11.9773	1222.9708	1679.8203	18.8215	3.4392	537.2687	0.8555	18316.3726	1.711	52.6147	3.867	4.2776
TCGA-TQ-A7RS_0	1437.7464	328.8442	34.0968	0.7577	3.7885	446.2886	618.2878	1.8943	5.3683	62.1319	0.3789	21140.5516	2.652	2.2731	2.0458	2.652
TCGA-TQ-A7RU_0	500.4219	303.3755	100.8439	0.8439	1.6878	319.8312	478.903	5.9072	9.8017	54.0084	1.2658	23530	0.8439	38.8186	11.6414	5.0633
TCGA-TQ-A7RV_0	2005.048	1565.8758	810.1969	1.0096	12.1151	1056.5371	1283.6951	73.1954	12.2413	426.0475	0.5048	21853.9475	6.0575	25.7446	2.8067	14.6391
TCGA-TQ-A7RV-_0	1862.3389	413.9379	44.6778	1.9093	3.8186	702.2434	990.1671	16.42	8.4964	268.0668	0.7637	22353.9666	1.1456	15.2745	4.0134	1.5274
TCGA-TQ-A7RW_0	3654.1353	960.401	1389.4737	0.5013	13.5338	2019.5489	2408.5213	16.0401	9.609	812.0301	0	17340.0401	2.005	106.7669	7.589	3.5088
TCGA-TQ-A8XE_0	1788.4841	868.3901	622.405	0.7834	8.2256	1189.9726	2521.3474	4.3087	3.1492	426.557	0	18621.8958	3.1336	72.8555	2.9691	4.3087
TCGA-TQ-A8XE-_0	1401.5373	1265.0073	1054.5388	0	4.7584	692.1669	1160.3221	5.1245	6.6105	261.713	0.366	21655.7943	2.1962	6.9546	1.3214	0.7321
TCGA-VM-A8C8_0	1977.4114	1522.0044	1082.1758	0.5193	5.1928	1158.5097	2655.5887	3.6349	8.8693	446.5793	0	22511.9252	0.5193	17.1362	2.8924	3.1157
TCGA-VM-A8C9_0	8631.646	3831.9007	241.9612	14.0083	0	2257.2429	3828.0802	99.3314	4.4763	878.7011	5.0939	14291.6269	6.3674	830.9456	0	0.6367
TCGA-VM-A8CA_0	3603.4985	1312.231	459.2531	0.5553	5.5532	938.4978	1499.9306	37.762	7.8856	313.7582	1.1106	15486.8249	0.5553	146.0503	0.8108	11.1065
TCGA-VM-A8CB_0	712.8807	546.9842	161.6305	0.948	1.422	899.6327	673.0655	7.5838	15.8976	40.2891	4.2659	15957.7959	0	11.8497	1.8059	0.474
